id,nome,squadra_att,detentore_cartellino,club,quot_att_mantra,tipo_contratto,ruolo,costo,priorita,id_transfermarkt,data_nascita,scadenza_contratto
911,Dragusin,Sborada,Sborada,Fiorentina,7,Indeterminato,{Dc},42,1,568559.0,2002-02-03,2027-06-30
999,Penev,Svincolato,Svincolato,Lecce,1,Svincolato,{Por},0,1,1084756.0,2008-04-22,2027-06-30
85,Thuram,ZeroDayz FC,ZeroDayz FC,Inter,28,Indeterminato,{Pc},111,1,318528.0,1997-08-06,2028-06-30
1011,Bleve,Svincolato,Svincolato,Lecce,1,Svincolato,{Por},0,1,215167.0,1995-10-18,2028-06-30
83,Hojlund,AC Ciaccati,AC Ciaccati,Napoli,28,Indeterminato,{Pc},70,1,610442.0,2003-02-04,2030-06-30
71,Kean,Diaolo Porco,Diaolo Porco,Como,24,Indeterminato,{Pc},70,1,364135.0,2000-02-28,2027-06-30
43,Colombo,FC Sovescio,FC Sovescio,Genoa,10,Indeterminato,{Pc},30,1,487843.0,2002-03-08,2029-06-30
66,Adams C.,FC Sovescio,FC Sovescio,Torino,11,Indeterminato,{A},30,1,346779.0,1996-07-13,2027-06-30
65,Giovane,Metodo Monchi FC,Metodo Monchi FC,Napoli,4,Indeterminato,{A},1,1,1005165.0,2003-11-24,2030-06-30
745,Karamoh,Svincolato,Svincolato,Torino,0,Svincolato,{A},0,0,,,
20,Sanabria,Svincolato,Svincolato,Cremonese,4,Svincolato,{Pc},0,0,,,
72,Laurientè,CyberDucks,CyberDucks,Sassuolo,16,Indeterminato,{A},23,1,579930.0,1998-12-04,2029-06-30
372,Valenti,Svincolato,Svincolato,Parma,4,Svincolato,{Dc},0,1,625202.0,1999-01-14,2027-06-30
90,Vergara,FC Sovescio,FC Sovescio,Napoli,10,Indeterminato,"{W,T}",2,1,703245.0,2003-01-16,2031-06-30
113,Lipani,Al-Colizzati,Al-Colizzati,Sassuolo,2,Primavera,"{M,C}",0,1,724106.0,2005-05-18,2028-06-30
349,De Winter,Sborada,Sborada,Milan,6,Indeterminato,"{Dd,Dc}",11,1,490384.0,2002-06-12,2030-06-30
144,Piccinini G.,Svincolato,Svincolato,Pisa,4,Svincolato,"{E,M}",0,0,,,
99,Liteta,Svincolato,Svincolato,Cagliari,1,Svincolato,"{M,C}",0,1,1134304.0,2006-02-22,2030-06-30
900,Pannozzo,Svincolato,Svincolato,Lazio,1,Svincolato,{Por},0,0,,,
906,Mikolajewski,Svincolato,Svincolato,Parma,2,Svincolato,{Pc},0,0,,,
105,Diouf,Sborada,Sborada,Inter,10,Indeterminato,"{E,C}",5,1,711976.0,2003-05-17,2030-06-30
61,Ferguson E.,Svincolato,Svincolato,Roma,10,Svincolato,{Pc},0,0,,,
91,Cuenca H.,Svincolato,Svincolato,Genoa,1,Svincolato,"{W,T}",0,0,,,
727,Corazza,Svincolato,Svincolato,Bologna,1,Svincolato,"{Dd,Ds,E}",0,0,,,
229,Thuram K.,Al-Colizzati,Al-Colizzati,Juventus,9,Indeterminato,{C},20,1,463618.0,2001-03-26,2029-06-30
250,Zaccagni,ZeroDayz FC,ZeroDayz FC,Lazio,15,Indeterminato,"{W,A}",79,1,283735.0,1995-06-16,2029-06-30
283,Dembelè A.,Svincolato,Svincolato,Lecce,1,Svincolato,"{Dd,E}",0,1,1004344.0,2004-01-05,2027-06-30
894,Pedro Felipe,Svincolato,Svincolato,Sassuolo,3,Svincolato,{Dc},0,0,,,
816,Natan,Svincolato,Svincolato,Napoli,0,Svincolato,{Dc},0,0,,,
312,Zemura,Svincolato,Svincolato,Udinese,3,Svincolato,"{Ds,E}",0,0,,,
38,Openda,Svincolato,FC Sovescio,Juventus,4,Prestito Reale,{Pc},53,0,,,
382,Djimsiti,Svincolato,Svincolato,Atalanta,7,Svincolato,{Dc},5,0,,,
828,Shpendi S.,Svincolato,Svincolato,Empoli,0,Svincolato,{A},0,0,,,
376,Acerbi,Svincolato,Svincolato,Inter,5,Svincolato,{Dc},0,0,,,
823,Sernicola,Svincolato,Svincolato,Cremonese,0,Svincolato,"{Dd,Ds,E}",0,0,,,
345,Calabresi,Svincolato,Svincolato,Pisa,3,Svincolato,"{B,Dd,E}",0,0,,,
117,Gronbaek,Svincolato,Svincolato,Genoa,2,Svincolato,"{W,T}",16,0,,,
884,Stojilkovic,Svincolato,Svincolato,Pisa,4,Svincolato,{Pc},0,0,,,
269,Pulisic,Diablitos FC,Diablitos FC,Milan,22,Indeterminato,"{T,A}",80,1,315779.0,1998-09-18,2027-06-30
328,Biraghi,Svincolato,Svincolato,Torino,2,Svincolato,"{B,Ds,E}",10,1,124555.0,1992-09-01,2027-06-30
103,Gorter,Svincolato,Svincolato,Lecce,3,Svincolato,"{M,C}",0,1,748679.0,2005-01-31,2029-06-30
186,Gilmour,Svincolato,Svincolato,Napoli,3,Svincolato,"{M,C}",0,1,423744.0,2001-06-11,2029-06-30
279,Oyegoke,Svincolato,Svincolato,Verona,4,Svincolato,"{B,Dd,E}",0,0,,,
719,Hasa,Svincolato,Svincolato,Frosinone,2,Svincolato,"{C,T}",0,1,724178.0,2004-01-06,2030-06-30
34,Kilicsoy,Diablitos FC,Diablitos FC,Cagliari,13,Primavera,{A},0,0,,,
96,Venturino,Svincolato,Svincolato,Genoa,2,Svincolato,{W},0,1,1061820.0,2006-06-22,2029-06-30
330,Estupinan,FC Pontos,Diablitos FC,Milan,3,Fanta-Prestito,"{Ds,E}",31,1,349599.0,1998-01-21,2030-06-30
699,Ronaldo,Svincolato,Svincolato,Milan,0,Svincolato,{Pc},0,0,,,
806,Ravanelli,Svincolato,Svincolato,Cremonese,0,Svincolato,{Dc},0,0,,,
867,Pierini,Svincolato,Svincolato,Sassuolo,2,Svincolato,{A},0,0,,,
477,Zelezny,Svincolato,Svincolato,Roma,1,Svincolato,{Por},0,0,,,
355,Bradaric,Svincolato,Svincolato,Verona,6,Svincolato,"{Ds,E}",0,0,,,
26,Cutrone,CyberDucks,CyberDucks,Monza,8,Indeterminato,{Pc},0,1,265078.0,1998-01-03,2029-06-30
70,Krstovic,Metodo Monchi FC,Metodo Monchi FC,Atalanta,17,Indeterminato,{Pc},3,1,434433.0,2000-04-05,2030-06-30
356,Bertola,FC Pontos,FC Pontos,Udinese,6,Indeterminato,"{Dd,Ds,Dc}",11,1,632831.0,2003-03-23,2030-06-30
58,Dovbyk,Sborada,Sborada,Bologna,15,Indeterminato,{Pc},175,1,343537.0,1997-06-21,2027-06-30
681,Busio,Svincolato,Svincolato,Venezia,6,Svincolato,"{M,C}",0,1,504209.0,2002-05-28,2028-06-30
36,Rodriguez Je.,Diablitos FC,Diablitos FC,Como,10,Indeterminato,"{W,A}",0,1,1190411.0,2005-11-21,2030-06-30
648,Schingtienne,Svincolato,Svincolato,Venezia,3,Svincolato,{Dc},0,1,707809.0,2002-08-14,2029-06-30
456,Holm,CyberDucks,CyberDucks,Bologna,6,Indeterminato,"{Dd,E}",4,1,496745.0,2000-05-13,2028-06-30
449,Celik,AC Ciaccati,AC Ciaccati,Juventus,9,Indeterminato,"{B,Dd,E}",1,1,251075.0,1997-02-17,2029-06-30
458,Pavlovic,Al-Colizzati,Al-Colizzati,Milan,14,Indeterminato,{Dc},13,1,574671.0,2001-05-24,2028-06-30
441,Scalvini,Metodo Monchi FC,Metodo Monchi FC,Atalanta,10,Indeterminato,{Dc},0,1,571604.0,2003-12-11,2028-06-30
118,Sabiri,Svincolato,Svincolato,Fiorentina,2,Svincolato,{T},0,0,,,
722,Carboni V.,Metodo Monchi FC,Metodo Monchi FC,Genoa,4,Primavera,"{T,A}",0,0,,,
342,Valentini N.,Svincolato,Svincolato,Verona,3,Svincolato,{Dc},3,0,,,
751,Candela,Svincolato,Svincolato,Venezia,0,Svincolato,"{Dd,E}",0,0,,,
473,Popa,Svincolato,Svincolato,Torino,0,Svincolato,{Por},0,0,,,
122,Akpa Akpro,Svincolato,Svincolato,Verona,5,Svincolato,"{M,C}",0,0,,,
875,Harrison,Svincolato,Svincolato,Fiorentina,11,Svincolato,{W},1,0,,,
714,Hernani,Svincolato,Svincolato,Parma,2,Svincolato,{C},1,0,,,
508,Montipò,Svincolato,Svincolato,Venezia,1,Svincolato,{Por},2,1,241923.0,1996-02-20,2028-06-30
427,Bremer,AC Ciaccati,AC Ciaccati,Juventus,16,Indeterminato,{Dc},27,1,516716.0,1997-03-18,2029-06-30
728,Piana,Svincolato,Svincolato,Udinese,1,Svincolato,{Por},0,1,612059.0,2003-09-29,
463,Sherri,Svincolato,Svincolato,Cagliari,1,Svincolato,{Por},0,1,304144.0,1997-12-15,2028-06-30
682,Stankovic F.,AC Ciaccati,AC Ciaccati,Venezia,6,Indeterminato,{Por},10,1,552223.0,2002-02-25,2030-06-30
593,Mota,Svincolato,Svincolato,Monza,4,Svincolato,{A},0,1,347253.0,1998-05-02,2027-06-30
804,Azon,Svincolato,Svincolato,Como,1,Svincolato,{Pc},0,0,,,
60,Lukaku,Svincolato,Svincolato,Napoli,9,Svincolato,{Pc},36,0,,,
834,De Sciglio,Svincolato,Svincolato,Empoli,0,Svincolato,"{Dd,Ds,E}",0,0,,,
570,Dellavalle,Svincolato,Svincolato,Torino,0,Svincolato,"{Dd,Dc}",0,0,,,
303,Dossena,Svincolato,Svincolato,Cagliari,5,Svincolato,{Dc},0,0,,,
167,Tramoni M.,Svincolato,Svincolato,Pisa,6,Svincolato,"{W,T}",10,0,,,
291,Coppola F.,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,0,,,
94,Marchwinski,Svincolato,Svincolato,Lecce,1,Svincolato,{T},0,0,,,
522,Audero,Svincolato,FC Sovescio,Cremonese,12,Prestito Reale,{Por},0,0,,,
55,Durosinmi,Svincolato,Svincolato,Pisa,10,Svincolato,{Pc},0,0,,,
576,Kone B.,Svincolato,Svincolato,Frosinone,1,Svincolato,{C},0,1,522681.0,2000-03-14,2029-06-30
586,Cacciamani,Svincolato,Svincolato,Torino,7,Svincolato,"{E,W}",0,1,1188619.0,2007-06-29,2029-06-30
147,Tete Morente,Svincolato,Svincolato,Lecce,3,Svincolato,{W},0,0,,,
830,Chukwueze,AC Ciaccati,AC Ciaccati,Milan,7,Indeterminato,"{E,W}",0,1,401922.0,1999-05-22,2028-06-30
273,Odogu,Al-Colizzati,Al-Colizzati,Milan,1,Primavera,{Dc},0,0,,,
774,Jimenez A.,Svincolato,Svincolato,Fiorentina,8,Svincolato,"{Dd,Ds,E}",0,1,741257.0,2005-05-08,2027-06-30
815,Ebosele,Svincolato,Svincolato,Udinese,0,Svincolato,"{Dd,E}",0,0,,,
966,Buksa ,Svincolato,Svincolato,Udinese,2,Svincolato,{Pc},0,0,,,
35,N'Dri,Svincolato,Svincolato,Lecce,4,Svincolato,"{W,A}",0,1,649490.0,2000-10-27,2027-06-30
3,Frigan,Svincolato,Svincolato,Parma,4,Svincolato,{A},0,1,840149.0,2003-02-11,2030-06-30
768,Perciun,Svincolato,Svincolato,Torino,0,Svincolato,{T},0,0,,,
321,Di Pardo,Svincolato,Svincolato,Cagliari,0,Svincolato,"{Dd,E}",0,0,,,
802,Bonifazi,Svincolato,Svincolato,Lecce,0,Svincolato,{Dc},0,0,,,
299,Rouhi,Svincolato,Svincolato,Juventus,1,Svincolato,"{Ds,E}",0,0,,,
568,Barak,Svincolato,Svincolato,Fiorentina,0,Svincolato,{T},0,0,,,
594,Dorgu,Svincolato,Svincolato,Lecce,0,Svincolato,"{Ds,E}",0,0,,,
779,Abdulhamid,Svincolato,Svincolato,Roma,0,Svincolato,"{Dd,E}",0,0,,,
402,Lazaro,Svincolato,Svincolato,Torino,4,Svincolato,"{Dd,E}",1,0,,,
348,De Vrij,Svincolato,Svincolato,Inter,3,Svincolato,{Dc},1,0,,,
178,Freuler,Svincolato,Svincolato,Bologna,8,Svincolato,"{M,C}",7,0,,,
485,Fruchtl,Svincolato,Svincolato,Lecce,1,Svincolato,{Por},0,0,,,
851,Rafia,Svincolato,Svincolato,Lecce,0,Svincolato,"{C,T}",0,0,,,
577,Matturro,Svincolato,Svincolato,Genoa,1,Svincolato,"{Ds,Dc}",0,0,,,
119,Richardson,Svincolato,Svincolato,Fiorentina,0,Svincolato,"{M,C}",0,0,,,
597,Pereiro,Svincolato,Svincolato,Genoa,0,Svincolato,"{W,T}",0,0,,,
513,Ravaglia F.,Svincolato,Svincolato,Bologna,4,Svincolato,{Por},1,0,,,
602,Iovine,Svincolato,Svincolato,Como,0,Svincolato,"{Dd,E}",0,0,,,
138,Al-Musrati,Svincolato,Svincolato,Verona,2,Svincolato,"{M,C}",0,0,,,
784,Mulattieri,Svincolato,Svincolato,Sassuolo,0,Svincolato,{Pc},0,0,,,
32,Ekhator,Svincolato,Svincolato,Juventus,3,Svincolato,{A},0,1,934878.0,2006-11-11,2031-06-30
69,Orban G.,Svincolato,Svincolato,Verona,14,Svincolato,{Pc},5,0,,,
819,Paredes,Svincolato,Svincolato,Roma,0,Svincolato,"{M,C}",0,0,,,
885,Elphege,Svincolato,Svincolato,Parma,3,Svincolato,{Pc},0,1,862606.0,2001-01-09,2030-06-30
798,Mbangula,Svincolato,Svincolato,Bologna,8,Svincolato,"{W,A}",0,1,654991.0,2004-01-16,2027-06-30
790,Ndoye,Svincolato,Svincolato,Bologna,0,Svincolato,{W},0,0,,,
428,Dumfries,Svincolato,Svincolato,Inter,12,Svincolato,{E},28,0,,,
12,Lucca,Svincolato,Svincolato,Napoli,4,Svincolato,{Pc},16,1,572265.0,2000-09-10,2030-06-30
359,Canestrelli,Svincolato,Svincolato,Pisa,5,Svincolato,{Dc},5,0,,,
49,Addai,ZeroDayz FC,ZeroDayz FC,Como,4,Primavera,"{W,A}",0,1,747720.0,2005-08-26,2030-06-30
578,Hernandez T.,Svincolato,Svincolato,Milan,0,Svincolato,"{Ds,E}",0,0,,,
296,Hysaj,Svincolato,Svincolato,Lazio,1,Svincolato,"{Dd,Ds,E}",0,0,,,
662,Gyasi,Svincolato,Svincolato,Empoli,0,Svincolato,{W},0,0,,,
655,Kumbulla,Svincolato,Svincolato,Roma,0,Svincolato,{Dc},0,0,,,
326,Gutierrez,Svincolato,Svincolato,Napoli,8,Svincolato,"{Ds,E}",23,0,,,
154,Tameze,Svincolato,Svincolato,Torino,1,Svincolato,"{M,C}",0,0,,,
5,Moro L.,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Pc},0,0,,,
703,Pickel,Svincolato,Svincolato,Cremonese,0,Svincolato,"{M,C}",0,0,,,
803,Lekovic,Svincolato,Svincolato,Monza,0,Svincolato,{Dc},0,0,,,
239,Vandeputte,Svincolato,Svincolato,Cremonese,11,Svincolato,"{W,T}",1,0,,,
414,Angori,Svincolato,Svincolato,Pisa,9,Svincolato,"{Ds,E}",1,0,,,
630,Kovalenko,Svincolato,Svincolato,Empoli,0,Svincolato,"{C,T}",0,0,,,
772,Kowalski,Svincolato,Svincolato,Parma,0,Svincolato,{A},0,0,,,
33,Dallinga,Svincolato,Svincolato,Bologna,7,Svincolato,{Pc},24,0,,,
693,Alberto Costa,Svincolato,Svincolato,Juventus,0,Svincolato,"{Dd,E}",0,0,,,
530,Arena A.,Svincolato,Svincolato,Roma,1,Svincolato,{Pc},0,0,,,
605,Sensi,Svincolato,Svincolato,Monza,0,Svincolato,"{C,T}",0,0,,,
667,Zurkowski,Svincolato,Svincolato,Empoli,0,Svincolato,"{C,T}",0,0,,,
889,Raterink,Svincolato,Svincolato,Cagliari,1,Svincolato,"{Dd,E}",0,0,,,
785,El Azzouzi,Svincolato,Svincolato,Bologna,0,Svincolato,"{M,C}",0,0,,,
638,Coppola D.,Svincolato,Svincolato,Verona,0,Svincolato,{Dc},0,0,,,
882,Albarracin,Svincolato,Svincolato,Cagliari,1,Svincolato,{A},0,0,,,
814,Jankto,Svincolato,Svincolato,Cagliari,0,Svincolato,"{E,C}",0,0,,,
383,Britschgi,Svincolato,Svincolato,Parma,4,Svincolato,"{Dd,Ds,E}",0,1,932187.0,2006-08-27,2030-06-30
410,Idrissi R.,Svincolato,Svincolato,Cagliari,3,Svincolato,"{Ds,E}",0,1,885226.0,2005-06-13,2030-06-30
377,Parisi,Svincolato,Svincolato,Fiorentina,4,Svincolato,"{Ds,E}",16,1,547985.0,2000-11-09,2029-06-30
362,Marcandalli,Diablitos FC,Diablitos FC,Genoa,6,Indeterminato,{Dc},1,1,818448.0,2002-10-25,2029-06-30
405,Marusic,FC Pontos,FC Pontos,Lazio,6,Indeterminato,"{Dd,Ds,E}",1,1,239802.0,1992-10-17,2028-06-30
403,Beukema,Diaolo Porco,Diaolo Porco,Napoli,6,Indeterminato,{Dc},10,1,433984.0,1998-11-17,2030-06-30
399,Diego Carlos,Svincolato,Svincolato,Parma,8,Svincolato,{Dc},0,1,329145.0,1993-03-15,2027-06-30
406,Gila,Diablitos FC,Diablitos FC,Milan,13,Indeterminato,{Dc},12,1,618341.0,2000-08-29,2031-06-30
371,N'Dicka,CyberDucks,CyberDucks,Roma,13,Indeterminato,{Dc},13,1,371149.0,1999-08-20,2028-06-30
708,Ilic M.,Svincolato,Svincolato,Bologna,0,Svincolato,{Dc},0,0,,,
392,Norton-Cuffy,Svincolato,Svincolato,Genoa,8,Svincolato,"{Dd,E}",0,0,,,
31,Ekuban,Svincolato,Svincolato,Genoa,12,Svincolato,{A},0,0,,,
413,Cuadrado,Svincolato,Svincolato,Pisa,5,Svincolato,{E},0,0,,,
379,Folino,Svincolato,Svincolato,Cremonese,4,Svincolato,{Dc},0,0,,,
595,Kvaratskhelia,Svincolato,Svincolato,Napoli,0,Svincolato,{A},0,0,,,
895,Garcia U.,Svincolato,Svincolato,Sassuolo,8,Svincolato,"{B,Ds,E}",0,0,,,
988,Vismara,Svincolato,Svincolato,Atalanta,1,Svincolato,{Por},0,0,,,
48,David,Svincolato,Svincolato,Juventus,7,Svincolato,{Pc},74,0,,,
39,Gimenez,Svincolato,Metodo Monchi FC,Milan,5,Prestito Reale,{Pc},45,0,,,
536,Morata,Svincolato,Svincolato,Como,3,Svincolato,{Pc},0,0,,,
544,Trepy,Svincolato,Svincolato,Cagliari,1,Svincolato,{Pc},0,1,1099924.0,2006-05-20,2030-06-30
23,Piccoli,CyberDucks,CyberDucks,Bologna,7,Indeterminato,{Pc},0,1,432092.0,2001-01-27,2027-06-30
42,Vitinha O.,Svincolato,Svincolato,Genoa,8,Svincolato,{A},0,1,586853.0,2000-03-15,2028-06-30
37,Sulemana K.,FC Pontos,FC Pontos,Atalanta,6,Indeterminato,{A},9,1,746695.0,2002-02-15,2029-06-30
41,Noslin,Al-Colizzati,Al-Colizzati,Lazio,6,Indeterminato,{A},1,1,457736.0,1999-07-07,2029-06-30
541,Stulic,Svincolato,Svincolato,Lecce,6,Svincolato,{Pc},0,1,595650.0,2001-09-08,2029-06-30
45,Dybala,ZeroDayz FC,ZeroDayz FC,Roma,17,Indeterminato,{A},110,1,206050.0,1993-11-15,2027-06-30
62,Vlahovic,Svincolato,Svincolato,Juventus,16,Svincolato,{Pc},190,0,,,
854,Radu I.,Svincolato,Svincolato,Venezia,0,Svincolato,{Por},0,0,,,
869,Vaz,Svincolato,Svincolato,Roma,1,Svincolato,{Pc},0,0,,,
19,Solomon,Svincolato,Svincolato,Fiorentina,9,Svincolato,"{W,A}",4,0,,,
407,Cabal,Svincolato,Svincolato,Juventus,1,Svincolato,"{B,Ds,E}",2,1,686965.0,2001-01-08,2029-06-30
27,Belotti,Svincolato,Svincolato,Cagliari,4,Svincolato,{Pc},0,0,,,
591,Brorsson,Svincolato,Svincolato,Monza,0,Svincolato,{Dc},0,0,,,
443,Kabasele,Svincolato,Svincolato,Udinese,4,Svincolato,{Dc},0,1,81512.0,1991-02-24,2027-06-30
418,Zanoli,FC Sovescio,FC Sovescio,Udinese,4,Indeterminato,"{Dd,E}",7,1,397225.0,2000-10-03,2029-06-30
842,Hateboer,Svincolato,Svincolato,Atalanta,0,Svincolato,{E},0,0,,,
426,Kelly L.,CyberDucks,CyberDucks,Juventus,6,Indeterminato,"{Ds,Dc}",1,1,480116.0,1998-10-06,2029-06-30
419,Romagnoli,Svincolato,Svincolato,Lazio,6,Svincolato,{Dc},6,0,197747.0,1995-01-12,2027-06-30
437,Buongiorno,Diaolo Porco,Diaolo Porco,Napoli,6,Indeterminato,{Dc},31,1,386446.0,1999-06-06,2029-06-30
710,Perisan,Svincolato,Svincolato,Empoli,0,Svincolato,{Por},0,0,,,
618,Billing,Svincolato,Svincolato,Napoli,0,Svincolato,"{C,T}",0,0,,,
170,Vecino,Svincolato,Svincolato,Lazio,6,Svincolato,"{M,C}",0,0,,,
833,Verdi,Svincolato,Svincolato,Como,0,Svincolato,"{W,T}",0,0,,,
300,Darmian,Svincolato,Svincolato,Inter,3,Svincolato,"{B,Dd,E}",0,0,,,
408,Valle,Al-Colizzati,Al-Colizzati,Como,6,Indeterminato,"{Ds,E}",0,1,709957.0,2004-04-25,2029-06-30
446,Ramon,Diaolo Porco,Diaolo Porco,Como,10,Indeterminato,{Dc},0,1,948278.0,2005-01-06,2030-06-30
429,Vasquez,ZeroDayz FC,ZeroDayz FC,Genoa,10,Indeterminato,"{Ds,Dc}",9,1,532937.0,1998-10-22,2028-06-30
445,Vojvoda,FC Sovescio,FC Sovescio,Udinese,9,Indeterminato,"{Dd,E}",4,1,336125.0,1995-02-01,2028-06-30
440,Miranda J.,Diablitos FC,Diablitos FC,Bologna,8,Indeterminato,"{Ds,E}",23,1,341227.0,2000-01-19,2028-06-30
438,Cambiaso,Al-Colizzati,Al-Colizzati,Juventus,9,Indeterminato,"{Dd,Ds,E}",17,1,459658.0,2000-02-20,2029-06-30
453,Bartesaghi,FC Sovescio,FC Sovescio,Milan,8,Indeterminato,"{Ds,E}",0,1,887638.0,2005-12-29,2030-06-30
415,Valeri,Al-Colizzati,Al-Colizzati,Parma,8,Indeterminato,"{Ds,E}",5,1,445126.0,1998-12-07,2028-06-30
424,Mancini,FC Sovescio,FC Sovescio,Roma,16,Indeterminato,{Dc},18,1,256448.0,1996-04-17,2029-06-30
431,Akanji,CyberDucks,CyberDucks,Inter,15,Indeterminato,{Dc},14,1,284730.0,1995-07-19,2028-06-30
436,Rrahmani,AC Ciaccati,AC Ciaccati,Napoli,15,Indeterminato,{Dc},25,1,257732.0,1994-02-24,2027-06-30
444,Kalulu,AC Ciaccati,AC Ciaccati,Juventus,14,Indeterminato,"{Dd,Dc}",1,1,585949.0,2000-06-05,2029-06-30
439,Bisseck,Sborada,Sborada,Inter,12,Indeterminato,{Dc},8,1,441986.0,2000-11-29,2031-06-30
435,Di Lorenzo,FC Pontos,FC Pontos,Napoli,12,Indeterminato,"{Dd,E}",33,1,169880.0,1993-08-04,2030-06-30
434,Hermoso,Diablitos FC,Diablitos FC,Roma,11,Indeterminato,{Dc},1,1,281769.0,1995-06-18,2027-06-30
750,Arthur Melo,Svincolato,Svincolato,Juventus,0,Svincolato,"{M,C}",0,0,,,
454,Baschirotto,Svincolato,Svincolato,Cremonese,9,Svincolato,{Dc},11,0,,,
452,Kempf,Diaolo Porco,Diaolo Porco,Como,5,Indeterminato,{Dc},1,1,160938.0,1995-01-28,2029-06-30
455,Carlos Augusto,Metodo Monchi FC,Metodo Monchi FC,Inter,7,Indeterminato,"{B,Ds,E}",5,1,585982.0,1999-01-07,2028-06-30
461,Spinazzola,Sborada,Sborada,Napoli,8,Indeterminato,"{Ds,E}",0,1,118689.0,1993-03-25,2028-06-30
460,Bastoni,Diaolo Porco,Diaolo Porco,Inter,14,Indeterminato,{Dc},27,1,315853.0,1999-04-13,2028-06-30
447,Ostigard,Metodo Monchi FC,Metodo Monchi FC,Genoa,11,Indeterminato,{Dc},2,1,367284.0,1999-11-28,2030-06-30
475,Satalino,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Por},0,1,323255.0,1999-05-20,2027-06-30
462,Dimarco,Metodo Monchi FC,Metodo Monchi FC,Inter,29,Indeterminato,"{E,W}",31,1,198116.0,1997-11-10,2027-06-30
457,Wesley,Metodo Monchi FC,Metodo Monchi FC,Roma,17,Indeterminato,{E},40,1,964580.0,2003-09-06,2030-06-30
881,Motta,Al-Colizzati,Al-Colizzati,Lazio,1,Indeterminato,{Por},1,1,916430.0,2005-01-13,2030-06-30
127,Vural,Svincolato,Svincolato,Pisa,3,Svincolato,{C},0,0,,,
101,Onana J.,Svincolato,Svincolato,Genoa,1,Svincolato,"{M,C}",0,0,,,
420,Barbieri,Svincolato,Svincolato,Cremonese,5,Svincolato,"{Dd,Ds,E}",1,0,,,
499,Sava,Svincolato,Svincolato,Udinese,1,Svincolato,{Por},1,0,,,
610,Pedrola,Svincolato,Svincolato,Bologna,0,Svincolato,"{W,A}",0,0,,,
451,Martin,Svincolato,Svincolato,Genoa,5,Svincolato,"{Ds,E}",9,0,,,
481,Contini,Svincolato,Svincolato,Napoli,1,Svincolato,{Por},0,1,250683.0,1996-05-21,2031-06-30
742,Brenner,Svincolato,Svincolato,Udinese,0,Svincolato,{A},0,0,,,
874,Lirola,Svincolato,Svincolato,Verona,2,Svincolato,"{B,Dd,E}",0,0,,,
479,Nicolas,Svincolato,Svincolato,Pisa,1,Svincolato,{Por},0,0,,,
388,Angelino,Svincolato,AC Ciaccati,Roma,3,Prestito Reale,{E},8,0,,,
476,Gollini,ZeroDayz FC,ZeroDayz FC,Roma,1,Indeterminato,{Por},3,1,244192.0,1995-03-18,2027-06-30
474,Turati,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Por},1,1,543666.0,2001-09-05,2028-06-30
496,Sportiello,Diablitos FC,Diablitos FC,Atalanta,1,Indeterminato,{Por},1,1,199976.0,1992-05-10,2028-06-30
503,Pessina Mas.,Svincolato,Svincolato,Bologna,1,Svincolato,{Por},0,1,992569.0,2007-12-25,2029-06-30
464,Tornqvist,Svincolato,Svincolato,Monza,1,Svincolato,{Por},0,1,730531.0,2002-02-01,2027-06-30
494,Vigorito,Svincolato,Svincolato,Como,1,Svincolato,{Por},0,1,88595.0,1990-05-22,2027-06-30
469,Lezzerini,Sborada,Sborada,Fiorentina,1,Indeterminato,{Por},1,1,135747.0,1995-03-24,2028-06-30
121,Sergi Roberto,Svincolato,Svincolato,Como,3,Svincolato,"{M,C}",0,0,,,
110,Kastanos,Svincolato,Svincolato,Verona,1,Svincolato,"{C,T}",1,0,,,
495,Ciocci,Svincolato,Svincolato,Cagliari,1,Svincolato,{Por},0,0,,,
274,Lamptey,Svincolato,Svincolato,Fiorentina,1,Svincolato,"{Dd,Ds,E}",0,0,,,
760,Carboni F.,Svincolato,Svincolato,Parma,1,Svincolato,"{Ds,E}",0,1,731491.0,2003-04-04,2030-06-30
488,Pinsoglio,CyberDucks,CyberDucks,Juventus,1,Indeterminato,{Por},1,1,75411.0,1990-03-16,2027-06-30
483,Terracciano,Svincolato,Svincolato,Milan,1,Svincolato,{Por},0,1,96254.0,1990-03-08,2027-06-30
482,Torriani,FC Pontos,FC Pontos,Milan,1,Indeterminato,{Por},1,1,939745.0,2005-01-31,2030-06-30
514,Paleari,FC Sovescio,FC Sovescio,Torino,1,Indeterminato,{Por},1,1,163048.0,1992-08-29,2027-06-30
505,Padelli,Svincolato,Svincolato,Udinese,1,Svincolato,{Por},0,1,27807.0,1985-10-25,2027-06-30
394,Moreno Alb.,Svincolato,Svincolato,Como,9,Svincolato,"{Ds,E}",7,0,,,
583,Strefezza,Svincolato,Svincolato,Parma,13,Svincolato,"{W,A}",4,0,,,
480,Rinaldi,Svincolato,Svincolato,Parma,1,Svincolato,{Por},0,0,,,
492,Christensen O.,Svincolato,Svincolato,Fiorentina,1,Svincolato,{Por},0,1,471936.0,1999-03-22,2028-06-30
